fecha,año,mes,detalle,categoria,subcategoria,ingreso,egreso,archivo
2024-04-01 00:00:00,2024,4,MISA DE ALMA COMUNITARIA,MISA,MISA DE ALMA,8.874540118847364,0.0,ABRIL  2025.xlsx
2024-04-01 00:00:00,2024,4,PARTIDA DE BAUTISMO N° 0017546,SACRAMENTO,BAUTISMO,9.450714306409916,0.0,ABRIL  2025.xlsx
2024-04-01 00:00:00,2024,4,PARTIDA DE BAUTISMO N° 0017547,SACRAMENTO,BAUTISMO,9.231993941811405,0.0,ABRIL  2025.xlsx
2024-04-01 00:00:00,2024,4,SACRAMENTO DE BAUTISMO,SACRAMENTO,BAUTISMO,90.98658484197037,0.0,ABRIL  2025.xlsx
2024-04-01 00:00:00,2024,4,MISA PARTICULAR,MISA,MISA PARTICULAR,86.56018640442437,0.0,ABRIL  2025.xlsx
2024-04-02 00:00:00,2024,4,MISA PARTICULAR,MISA,MISA PARTICULAR,69.24795616268962,0.0,ABRIL  2025.xlsx
2024-04-02 00:00:00,2024,4,CATESISMO DE CONFIRMACIÓN,SACRAMENTO,CONFIRMACIÓN,12.837125418252299,0.0,ABRIL  2025.xlsx
2024-04-02 00:00:00,2024,4,MISA DE FIESTA,MISA,MISA DE FIESTA,187.3235229154987,0.0,ABRIL  2025.xlsx
2024-04-02 00:00:00,2024,4,PARTIDA DE BAUTISMO N°. 17548,SACRAMENTO,BAUTISMO,9.101115011743207,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE SALUD COMUNITARIA,MISA,MISA DE SALUD,18.41614515559209,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE SALUD COMUNITARIA,MISA,MISA DE SALUD,17.041168988591604,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE SALUD COMUNITARIA,MISA,MISA DE SALUD,18.939819704323988,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE SALUD COMUNITARIA,MISA,MISA DE SALUD,18.664885281600842,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE ALMA COMUNITARIA,MISA,MISA DE ALMA,8.712339110678275,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE SALUD COMUNITARIA,MISA,MISA DE SALUD,17.3636499344142,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA PARTICULAR,MISA,MISA PARTICULAR,69.46723607882747,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE ALMA COMUNITARIA,MISA,MISA DE ALMA,8.804242242959537,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,PARTIDA DE MATRIMONIO N.,SACRAMENTO,MATRIMONIO,9.024756431632238,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA PARTICULAR,MISA,MISA PARTICULAR,71.45556014913693,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,SACRAMENTO DE BAUTISMO DESCUENTO ESPECIAL COM. ANTACAHUA,SACRAMENTO,BAUTISMO,21.978072850495103,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,PARTIDA DE BAUTISMO N.,SACRAMENTO,BAUTISMO,9.111852894722379,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,8.639493860652042,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,17.584289297070438,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,PARTIDA DE PAUTISMO,DOCUMENTO,PARTIDA,8.86636184329369,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA DE FIRSTA,MISA,MISA PARTICULAR,179.1213996843407,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,MISA PARTICULAR,MISA,MISA PARTICULAR,74.2814076911441,0.0,ABRIL  2025.xlsx
2024-04-03 00:00:00,2024,4,PARTIDA DE BAUTISMO N.,SACRAMENTO,BAUTISMO,17.39934756431672,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,9.014234438413611,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,"PARTIDA DE MATRIMINIO N. 5340, 5341, 5387",DOCUMENTO,PARTIDA,27.277243706586127,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,MISA DE FIESTA,MISA,MISA DE FIESTA,170.92900825439995,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,SACRAMENTO DE BAUTISMO,SACRAMENTO,BAUTISMO,45.537724259507186,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,MISA DE ALMA COMUNITARIA,MISA,MISA DE ALMA,17.34104824737458,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,MISA DE FIESTA,MISA,MISA DE FIESTA,171.30103185970557,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,CATESISMO DE CONFIRMACIÓN,SACRAMENTO,CONFIRMACIÓN,14.17332830588,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,DONACIÓN PARA TAXI (COMUNIDAD DE TIQUIRINI TOTERIA),OTROS,OTROS,37.86252813229824,0.0,ABRIL  2025.xlsx
2024-04-04 00:00:00,2024,4,CONSUMO (ENTREGADO A PADRE  CHRISTIAN EN EFECTIVO Y ADJUNTA UNA FACTURA E001-2062),OTROS,OTROS,0.0,181.513748288271,ABRIL  2025.xlsx
2024-04-06 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,8.80461376917337,0.0,ABRIL  2025.xlsx
2024-04-06 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,25.79301634201915,0.0,ABRIL  2025.xlsx
2024-04-06 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,9.184233026512157,0.0,ABRIL  2025.xlsx
2024-04-06 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,17.880304987479203,0.0,ABRIL  2025.xlsx
2024-04-06 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,8.622038234844778,0.0,ABRIL  2025.xlsx
2024-04-06 00:00:00,2024,4,MISA COMUNITARIA,MISA,MISA PARTICULAR,17.99035382022254,0.0,ABRIL  2025.xlsx
